date,close
2018-03-12,226.64
2018-03-13,225.5
2018-03-14,216.99
2018-03-15,210.5
2018-03-16,211.52
2018-03-19,209.19
2018-03-20,206.3
2018-03-21,222
2018-03-22,219.47
2018-03-23,220.5
2018-03-26,215.46
2018-03-27,217.2
2018-03-28,213
2018-03-29,213.61
2018-03-30,214.14
2018-04-02,212.59
2018-04-03,212.12
2018-04-04,213.85
2018-04-05,220.3
2018-04-06,217
2018-04-09,187.83
2018-04-10,186.8
2018-04-11,181.7
2018-04-12,185.99
2018-04-13,180.67
2018-04-16,172.59
2018-04-17,181.79
2018-04-18,190.5
2018-04-19,189.69
2018-04-20,190
2018-04-23,196.7
2018-04-24,197.51
2018-04-25,194.19
2018-04-26,193.91
2018-04-27,194.91
2018-04-28,195
2018-04-30,196.22
2018-05-02,196.1
